packet_id	packet_time	src	dst	proto	length	info
689	2020-03-23 13:02:32	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12517 FA
690	2020-03-23 13:02:32	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12517 > 154.8.190.35:https A
691	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	79	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
692	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	101	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
693	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
694	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	78	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https PA / Raw
695	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https FA
696	2020-03-23 13:02:32	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12512 > 14.215.177.39:https FA
697	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	54	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 A
698	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	54	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 FA
699	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
700	2020-03-23 13:02:32	fe80::bd54:c78a:25f1:695	fe80::1	DNS	90	Ether / IPv6 / UDP / DNS Qry "b'github.com.'" 
701	2020-03-23 13:02:32	fe80::1	fe80::bd54:c78a:25f1:695	DNS	155	Ether / IPv6 / UDP / DNS Ans 
702	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	66	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https S
703	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	66	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 SA
704	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https A
705	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	571	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https PA / Raw
706	2020-03-23 13:02:32	fe80::bd54:c78a:25f1:695	ff02::c	UDP	718	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
707	2020-03-23 13:02:32	192.168.1.8	239.255.255.250	UDP	698	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
708	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https FA
709	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	1490	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 A / Raw
710	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	818	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 PA / Raw
711	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	66	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https A
712	2020-03-23 13:02:32	fe80::bd54:c78a:25f1:695	ff02::c	UDP	718	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
713	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	1490	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 A / Raw
714	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https A
715	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	118	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https PA / Raw
716	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	264	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https PA / Raw
717	2020-03-23 13:02:32	192.168.1.8	239.255.255.250	UDP	698	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
718	2020-03-23 13:02:32	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2401:c900:1001:163::4	Https	98	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:10348 > 2401:c900:1001:163::4:https PA / Raw
719	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	133	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 PA / Raw
720	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https A
721	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	54	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 A
722	2020-03-23 13:02:32	fe80::bd54:c78a:25f1:695	ff02::c	UDP	718	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
723	2020-03-23 13:02:33	192.168.1.8	239.255.255.250	UDP	698	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
724	2020-03-23 13:02:33	2401:c900:1001:163::4	240e:d4:2efe:200:c1e4:29e:10f8:4eb	Https	86	Ether / IPv6 / TCP 2401:c900:1001:163::4:https > 240e:d4:2efe:200:c1e4:29e:10f8:4eb:10348 A
725	2020-03-23 13:02:33	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https FA
726	2020-03-23 13:02:33	52.74.223.119	192.168.1.8	Https	133	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 PA / Raw
727	2020-03-23 13:02:33	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https A
728	2020-03-23 13:02:33	fe80::bd54:c78a:25f1:695	ff02::c	UDP	718	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
729	2020-03-23 13:02:33	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12512 > 14.215.177.39:https FA
730	2020-03-23 13:02:33	52.74.223.119	192.168.1.8	Https	78	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 FPA / Raw
731	2020-03-23 13:02:33	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https RA
732	2020-03-23 13:02:33	52.74.223.119	192.168.1.8	Https	326	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 PA / Raw
733	2020-03-23 13:02:33	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https A
734	2020-03-23 13:02:33	192.168.1.8	59.37.96.250	Http	1199	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
735	2020-03-23 13:02:33	192.168.1.8	239.255.255.250	UDP	698	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
736	2020-03-23 13:02:34	fe80::bd54:c78a:25f1:695	fe80::1	DNS	102	Ether / IPv6 / UDP / DNS Qry "b'analytics.yinxiang.com.'" 
737	2020-03-23 13:02:34	192.168.1.8	192.168.1.1	DNS	82	Ether / IP / UDP / DNS Qry "b'analytics.yinxiang.com.'" 
738	2020-03-23 13:02:34	192.168.1.1	192.168.1.8	DNS	155	Ether / IP / UDP / DNS Ans 
739	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	66	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https S
740	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	66	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 SA
741	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https A
742	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	237	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https PA / Raw
743	2020-03-23 13:02:34	fe80::bd54:c78a:25f1:695	fe80::1	ICMPv6	86	Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address b4:6b:fc:17:92:60
744	2020-03-23 13:02:34	192.168.1.8	52.74.223.119	Https	264	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https PA / Raw
745	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	237	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https PA / Raw
746	2020-03-23 13:02:34	fe80::bd54:c78a:25f1:695	ff02::c	UDP	718	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
747	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 A / Raw
748	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 A / Raw
749	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	744	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 PA / Raw
750	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	744	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 PA / Raw
751	2020-03-23 13:02:34	fe80::1	fe80::bd54:c78a:25f1:695	ICMPv6	78	Ether / IPv6 / ICMPv6 Neighbor Discovery - Neighbor Advertisement (tgt: fe80::1)
752	2020-03-23 13:02:34	fe80::1	fe80::bd54:c78a:25f1:695	DNS	175	Ether / IPv6 / UDP / DNS Ans 
753	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	66	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 A
754	2020-03-23 13:02:34	52.74.223.119	192.168.1.8	Https	54	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 A
755	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	66	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https A
756	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	180	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https PA / Raw
757	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 A
758	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	328	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 PA / Raw
759	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	1494	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https A / Raw
760	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	132	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https PA / Raw
761	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 A
762	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	352	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 PA / Raw
763	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	88	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 PA / Raw
764	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https A
765	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https FA
766	2020-03-23 13:02:34	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12522 FA
767	2020-03-23 13:02:34	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12522 > 154.8.190.35:https A
768	2020-03-23 13:02:35	192.168.1.8	140.143.213.113	Https	85	Ether / IP / TCP 192.168.1.8:12504 > 140.143.213.113:https PA / Raw
769	2020-03-23 13:02:35	192.168.1.8	140.143.213.113	Https	54	Ether / IP / TCP 192.168.1.8:12504 > 140.143.213.113:https FA
770	2020-03-23 13:02:35	140.143.213.113	192.168.1.8	Https	54	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 A
771	2020-03-23 13:02:35	140.143.213.113	192.168.1.8	Https	85	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 PA / Raw
772	2020-03-23 13:02:35	140.143.213.113	192.168.1.8	Https	54	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 RA
773	2020-03-23 13:02:35	192.168.1.8	140.143.213.113	Https	54	Ether / IP / TCP 192.168.1.8:12504 > 140.143.213.113:https RA
774	2020-03-23 13:02:35	52.74.223.119	192.168.1.8	Https	326	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12518 PA / Raw
775	2020-03-23 13:02:35	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12518 > 52.74.223.119:https RA
776	2020-03-23 13:02:35	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12500 > 172.217.24.14:https S
777	2020-03-23 13:02:35	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12501 > 172.217.24.14:https S
778	2020-03-23 13:02:35	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4012::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12502 > 2404:6800:4012::200e:https S
779	2020-03-23 13:02:35	192.168.1.8	239.255.255.250	UDP	698	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
780	2020-03-23 13:02:35	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4012::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12503 > 2404:6800:4012::200e:https S
781	2020-03-23 13:02:35	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12512 > 14.215.177.39:https FA
782	2020-03-23 13:02:36	fe80::bd54:c78a:25f1:695	ff02::c	UDP	718	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
783	2020-03-23 13:02:36	fe80::bd54:c78a:25f1:695	fe80::1	DNS	90	Ether / IPv6 / UDP / DNS Qry "b'github.com.'" 
784	2020-03-23 13:02:36	fe80::1	fe80::bd54:c78a:25f1:695	DNS	155	Ether / IPv6 / UDP / DNS Ans 
785	2020-03-23 13:02:36	fe80::bd54:c78a:25f1:695	fe80::1	DNS	102	Ether / IPv6 / UDP / DNS Qry "b'analytics.yinxiang.com.'" 
786	2020-03-23 13:02:36	192.168.1.8	52.74.223.119	Https	66	Ether / IP / TCP 192.168.1.8:12530 > 52.74.223.119:https S
